Season,Team,Champion,GP,W,L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
2004,New York Knicks,FALSE,82,33,49,7977,2978,6599,45.1,441,1240,35.6,1580,2060,76.7,965,2393,3358,1665,629,260,1204,1942
2005,New York Knicks,FALSE,82,23,59,7842,2822,6206,45.5,320,884,36.2,1878,2587,72.6,1034,2360,3394,1468,555,271,1449,2157
2006,New York Knicks,FALSE,82,33,49,7994,2903,6356,45.7,474,1370,34.6,1714,2396,71.5,1032,2516,3548,1532,543,260,1405,1932
2007,New York Knicks,FALSE,82,23,59,7948,2967,6757,43.9,490,1454,33.7,1524,2095,72.7,1029,2457,3486,1530,521,213,1187,1761
2008,New York Knicks,FALSE,82,32,50,8627,3157,7091,44.5,823,2284,36,1490,1900,78.4,911,2545,3456,1738,610,204,1174,1672
2009,New York Knicks,FALSE,82,29,53,8373,3127,6876,45.5,743,2145,34.6,1376,1759,78.2,836,2477,3313,1772,586,305,1148,1638
2010,New York Knicks,FALSE,82,42,40,8734,3140,6867,45.7,765,2081,36.8,1689,2087,80.9,847,2470,3317,1757,625,475,1123,1743
2011,New York Knicks,FALSE,66,36,30,6458,2365,5335,44.3,517,1538,33.6,1211,1634,74.1,743,2012,2755,1328,622,276,1056,1391
2012,New York Knicks,FALSE,82,54,28,8196,2996,6689,44.8,891,2371,37.6,1313,1729,75.9,890,2436,3326,1579,672,294,988,1650
2013,New York Knicks,FALSE,82,37,45,8084,3027,6739,44.9,759,2038,37.2,1271,1670,76.1,870,2437,3307,1641,631,367,1063,1815
1948,Ft. Wayne Zollner Pistons,FALSE,60,22,38,4457,1536,0,0,0,0,0,0,1979,70,0,0,0,1082,0,0,0,1722
1949,Ft. Wayne Zollner Pistons,FALSE,68,40,28,5390,1878,0,0,0,0,0,0,2331,70.1,0,0,0,1364,0,0,0,2065
1950,Ft. Wayne Zollner Pistons,FALSE,68,32,36,5722,2002,0,0,0,0,0,0,2387,72,0,0,0,1142,0,0,0,1961
1951,Ft. Wayne Zollner Pistons,FALSE,66,29,37,5151,1771,0,0,0,0,0,0,2194,73.3,0,0,0,1403,0,0,0,1751
1952,Ft. Wayne Zollner Pistons,FALSE,69,36,33,5591,1876,0,0,0,0,0,0,2491,73.8,0,0,0,1438,0,0,0,2119
1953,Ft. Wayne Zollner Pistons,FALSE,72,40,32,5593,1952,0,0,0,0,0,0,2315,73,0,0,0,1474,0,0,0,1669
1954,Ft. Wayne Zollner Pistons,FALSE,72,43,29,6652,2333,0,0,0,0,0,0,2710,73.3,0,0,0,1737,0,0,0,1753
1955,Ft. Wayne Zollner Pistons,FALSE,72,37,35,6794,2396,0,0,0,0,0,0,2729,73.4,0,0,0,1752,0,0,0,1789
1956,Ft. Wayne Zollner Pistons,FALSE,72,34,38,6938,2532,0,0,0,0,0,0,2510,74.7,0,0,0,1398,0,0,0,1643
1957,Detroit Pistons,FALSE,72,33,39,7585,2746,0,0,0,0,0,0,2774,75.5,0,0,0,1264,0,0,0,1807
1958,Detroit Pistons,FALSE,72,28,44,7565,2811,0,0,0,0,0,0,2627,74,0,0,0,1317,0,0,0,1881
1959,Detroit Pistons,FALSE,75,30,45,8367,3146,0,0,0,0,0,0,2847,72.9,0,0,0,1472,0,0,0,1983
1960,Detroit Pistons,FALSE,79,34,45,9370,3481,0,0,0,0,0,0,3240,74.3,0,0,0,1866,0,0,0,2157
1961,Detroit Pistons,FALSE,80,37,43,9234,3472,0,0,0,0,0,0,3142,72.9,0,0,0,1723,0,0,0,2040
1962,Detroit Pistons,FALSE,80,34,46,9112,3534,0,0,0,0,0,0,2852,71.7,0,0,0,1731,0,0,0,2181
1963,Detroit Pistons,FALSE,80,23,57,8620,3346,0,0,0,0,0,0,2685,71.8,0,0,0,1633,0,0,0,2235
1964,Detroit Pistons,FALSE,80,31,49,8681,3467,0,0,0,0,0,0,2537,68.9,0,0,0,1609,0,0,0,2058
1965,Detroit Pistons,FALSE,80,22,58,8827,3475,0,0,0,0,0,0,2734,68.7,0,0,0,1569,0,0,0,2016
1966,Detroit Pistons,FALSE,81,30,51,9015,3523,0,0,0,0,0,0,2725,72.3,0,0,0,1465,0,0,0,2198
1967,Detroit Pistons,FALSE,82,40,42,9725,3755,0,0,0,0,0,0,3129,70.8,0,0,0,1700,0,0,0,2240
1968,Detroit Pistons,FALSE,82,32,50,9359,3609,0,0,0,0,0,0,3025,70.8,0,0,0,1757,0,0,0,2105
1969,Detroit Pistons,FALSE,82,31,51,9246,3565,0,0,0,0,0,0,2881,73.4,0,0,0,1709,0,0,0,1930
1970,Detroit Pistons,FALSE,82,45,37,9029,3468,0,0,0,0,0,0,2808,74.5,0,0,0,1696,0,0,0,1969
1971,Detroit Pistons,FALSE,82,26,56,8945,3482,0,0,0,0,0,0,2653,74.7,0,0,0,1687,0,0,0,1954
1972,Detroit Pistons,FALSE,82,40,42,9042,3666,0,0,0,0,0,0,2294,74.5,0,0,0,1882,0,0,0,1812
1973,Detroit Pistons,FALSE,82,52,30,8560,3453,0,0,0,0,0,0,2164,76.4,1200,2681,3881,1956,793,419,1763,1930
1974,Detroit Pistons,FALSE,82,40,42,8111,3289,0,0,0,0,0,0,1975,77.6,1002,2515,3517,1916,679,380,1557,1866
1975,Detroit Pistons,FALSE,82,36,46,8605,3524,0,0,0,0,0,0,2049,76,1205,2545,3750,1751,786,332,1619,2086
1976,Detroit Pistons,FALSE,82,44,38,8970,3764,0,0,0,0,0,0,1960,73.6,1169,2495,3664,2004,877,459,1718,2200
1977,Detroit Pistons,FALSE,82,38,44,8936,3552,0,0,0,0,0,0,2490,73.6,1229,2601,3830,1840,866,330,1858,1980
1978,Detroit Pistons,FALSE,82,30,52,9023,3708,0,0,0,0,0,0,2242,71.7,1303,2380,3683,2092,847,550,1599,2141
1979,Detroit Pistons,FALSE,82,16,66,8933,3643,0,0,57,0,0,0,2149,74,1226,2415,3641,1950,783,562,1742,2069
1980,Detroit Pistons,FALSE,82,21,61,8174,3236,0,0,13,0,0,0,2330,72.5,1201,2111,3312,1819,884,492,1759,2125
1981,Detroit Pistons,FALSE,82,39,43,9112,3561,0,0,52,0,0,0,2581,75.1,1298,2345,3643,2027,741,564,1629,2160
1982,Detroit Pistons,FALSE,82,37,45,9239,3623,7602,47.7,72,272,26.5,1921,2588,74.2,1312,2477,3789,2108,679,572,1557,2122
1983,Detroit Pistons,FALSE,82,49,33,9602,3798,7910,48,32,141,22.7,1974,2547,77.5,1427,2434,3861,2256,697,417,1310,2177
1984,Detroit Pistons,FALSE,82,46,36,9508,3840,7999,48,45,199,22.6,1783,2262,78.8,1403,2534,3937,2302,691,397,1341,2076
1985,Detroit Pistons,FALSE,82,46,36,9363,3754,7750,48.4,55,182,30.2,1800,2300,78.3,1276,2461,3737,2319,738,340,1343,2101
1986,Detroit Pistons,FALSE,82,52,30,9118,3544,7237,49,39,169,23.1,1991,2602,76.5,1245,2649,3894,2021,643,436,1417,2078
1987,Detroit Pistons,FALSE,82,54,28,8957,3461,7018,49.3,58,202,28.7,1977,2612,75.7,1181,2482,3663,2011,588,394,1348,1957
1988,Detroit Pistons,TRUE,82,63,19,8740,3395,6879,49.4,120,400,30,1830,2379,76.9,1154,2546,3700,2027,522,406,1336,1939
1989,Detroit Pistons,TRUE,82,59,23,8556,3333,6980,47.8,177,541,32.7,1713,2252,76.1,1185,2458,3643,1996,512,418,1233,1961
1990,Detroit Pistons,FALSE,82,50,32,8205,3194,6875,46.5,131,440,29.8,1686,2211,76.3,1206,2452,3658,1825,487,367,1181,1869
1991,Detroit Pistons,FALSE,82,48,34,8113,3191,6867,46.5,165,526,31.4,1566,2108,74.3,1210,2421,3631,1899,546,357,1212,1646
